_task_idx,_elapsed_sec,p_spread_bps,p_pool_price_weight,p_anchor_ema_alpha,p_num_levels,p_size_decay,p_spread_multiplier,p_order_safe_ratio,p_enable_asymmetric_spread,p_skew_sensitivity,p_min_spread_bps,p_amplification,duration_hours,candles,initial_value,final_value,total_return_pct,hold_return_pct,excess_return_pct,max_drawdown_pct,sharpe,total_fills,buy_fills,sell_fills,buy_volume,sell_volume,avg_spread_bps,avg_inv_skew,max_abs_inv_skew,recenters,range_changes
29,23.6,90,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,8760.0,524327,30290.0,27520.473783746693,-9.143,48.881,-58.024,21.371,-0.613,2464,1192,1272,18938651.1171,19038651.1171,199.7,-0.0949,0.5708,0,0
25,23.9,80,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,8760.0,524327,30290.0,27174.830091627067,-10.284,48.881,-59.165,21.447,-0.704,2959,1435,1524,20144794.9228,20244794.9228,183.0,-0.0949,0.5512,0,0
21,18.4,70,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,8760.0,524327,30290.0,26798.617914453625,-11.527,48.881,-60.407,21.476,-0.811,3663,1783,1880,21758334.0313,21858334.0313,165.6,-0.095,0.5393,0,0
17,19.1,60,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,8760.0,524327,30290.0,26363.794475948656,-12.962,48.881,-61.843,21.408,-0.943,4591,2240,2351,23294211.7482,23394211.7482,147.9,-0.0949,0.527,0,0
13,18.5,50,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,8760.0,524327,30290.0,25934.110900944033,-14.381,48.881,-63.261,21.235,-1.083,5867,2872,2995,24733585.7089,24833585.7089,132.0,-0.0949,0.5003,0,0
1,18.8,20,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,8760.0,524327,30290.0,25567.846913143137,-15.59,48.881,-64.471,18.704,-1.376,15831,7813,8018,26338489.3181,26438489.3181,81.8,-0.0949,0.324,0,0
9,19.8,40,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,8760.0,524327,30290.0,25484.13693544308,-15.866,48.881,-64.747,20.911,-1.249,7788,3819,3969,26127889.1067,26227889.1067,113.2,-0.0949,0.4467,0,0
5,18.9,30,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,8760.0,524327,30290.0,25239.93976283796,-16.672,48.881,-65.553,20.226,-1.38,10719,5274,5445,26872223.0211,26972223.0211,95.9,-0.0949,0.3855,0,0
35,14.4,100,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,8760.0,524327,30290.0,23599.37454549407,-22.089,48.881,-70.969,58.643,-0.531,2588,1323,1265,86806836.9939,86906836.9939,107.2,-0.0927,0.5867,0,0
34,14.5,100,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,8760.0,524327,30290.0,22368.913201422703,-26.151,48.881,-75.032,37.228,-1.07,2326,1168,1158,41115661.1661,41215661.1661,180.8,-0.0945,0.6242,0,0
30,23.8,90,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,8760.0,524327,30290.0,21002.728739969807,-30.661,48.881,-79.542,37.769,-1.319,2708,1358,1350,42968843.3951,43068843.3951,166.7,-0.0946,0.618,0,0
31,24.2,90,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,8760.0,524327,30290.0,20333.368657974697,-32.871,48.881,-81.752,62.574,-0.926,3083,1571,1512,92585203.5609,92685203.5609,100.1,-0.0933,0.569,0,0
26,24.7,80,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,8760.0,524327,30290.0,20002.706796749037,-33.963,48.881,-82.843,38.439,-1.611,3315,1661,1654,46448731.112,46548731.112,152.2,-0.0945,0.6163,0,0
22,19.1,70,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,8760.0,524327,30290.0,18744.40671112063,-38.117,48.881,-86.998,41.361,-1.924,4036,2022,2014,49246498.3639,49346498.3639,137.9,-0.0947,0.6117,0,0
18,18.6,60,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,8760.0,524327,30290.0,17483.018581164924,-42.281,48.881,-91.162,45.035,-2.281,5026,2516,2510,52275614.8318,52375614.8318,122.4,-0.0946,0.6093,0,0
27,24.0,80,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,8760.0,524327,30290.0,16819.324469111158,-44.472,48.881,-93.353,67.335,-1.412,3672,1872,1800,97734292.4177,97834292.4177,88.5,-0.0934,0.555,0,0
2,19.0,20,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,8760.0,524327,30290.0,16748.91911218592,-44.705,48.881,-93.586,45.147,-3.293,17420,8706,8714,58486443.3651,58586443.3651,71.4,-0.0945,0.4833,0,0
14,18.0,50,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,8760.0,524327,30290.0,16433.381443334973,-45.747,48.881,-94.627,47.86,-2.621,6477,3242,3235,55801813.9782,55901813.9782,110.0,-0.0945,0.6058,0,0
6,18.7,30,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,8760.0,524327,30290.0,15813.814036220268,-47.792,48.881,-96.673,48.674,-3.136,11790,5895,5895,60042072.7762,60142072.7762,85.7,-0.0945,0.5646,0,0
10,18.6,40,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,8760.0,524327,30290.0,15756.67400825245,-47.981,48.881,-96.861,49.415,-2.9,8506,4256,4250,58248536.8759,58348536.8759,100.6,-0.0945,0.6042,0,0
23,18.8,70,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,8760.0,524327,30290.0,13276.947686020949,-56.167,48.881,-105.048,72.857,-1.98,4505,2295,2210,104455939.2605,104555939.2605,74.1,-0.0934,0.5393,0,0
19,19.1,60,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,8760.0,524327,30290.0,9842.289008097101,-67.506,48.881,-116.387,78.375,-2.643,5556,2837,2719,109594617.2566,109694617.2566,64.8,-0.0933,0.5197,0,0
15,18.5,50,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,8760.0,524327,30290.0,6783.610875250204,-77.604,48.881,-126.485,84.177,-3.407,6974,3562,3412,113200912.1831,113300912.1831,56.6,-0.0934,0.4987,0,0
11,18.5,40,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,8760.0,524327,30290.0,4340.990162009518,-85.669,48.881,-134.549,88.299,-4.288,9012,4622,4390,115130462.4587,115230462.4587,50.2,-0.0936,0.479,0,0
7,19.5,30,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,8760.0,524327,30290.0,2465.330699789333,-91.861,48.881,-140.742,92.464,-5.429,12056,6189,5867,115011600.9596,115111600.9596,43.8,-0.0938,0.4574,0,0
3,19.5,20,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,8760.0,524327,30290.0,1421.630518262512,-95.307,48.881,-144.187,95.598,-6.697,18045,9182,8863,115929204.1306,116029204.1306,38.3,-0.0938,0.4476,0,0
