_task_idx,_elapsed_sec,p_spread_bps,p_pool_price_weight,p_anchor_ema_alpha,p_num_levels,p_size_decay,p_spread_multiplier,p_order_safe_ratio,p_enable_asymmetric_spread,p_skew_sensitivity,p_min_spread_bps,p_concentration,p_min_concentration,p_max_concentration,p_natr_period,p_natr_baseline,p_natr_range_scale,p_adx_period,p_hurst_min_candles,p_hmm_n_states,p_hmm_min_candles,p_hmm_refit_interval_sec,p_hmm_window,p_hmm_confidence_threshold,p_trend_sensitivity,p_range_ema_alpha,p_range_update_dead_band_pct,p_soft_recenter_drift_pct,p_trend_order_scale_factor,p_trend_halt_threshold,duration_hours,candles,initial_value,final_value,total_return_pct,hold_return_pct,excess_return_pct,max_drawdown_pct,sharpe,total_fills,buy_fills,sell_fills,buy_volume,sell_volume,avg_spread_bps,avg_inv_skew,max_abs_inv_skew,recenters,range_changes,trend_halts,flair_lifetime_fee_quote,flair_lifetime_lvr_quote,flair_lifetime_net_quote,flair_fee_pct,flair_lvr_pct,flair_net_pct,return_minus_flair_net_pct
17,138.2,50,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8760.0,525601,100000.0,113985.0187767942,13.985,18.32,-4.335,42.247,0.526,13647,6552,7095,36790652.3628,36736035.6521,175.6,-0.0038,0.9545,5,33064,0,44404.8251,74280.028,-29875.203,44.405,74.28,-29.875,43.86
34,130.8,80,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8760.0,525601,100000.0,108801.6515523672,8.802,18.32,-9.518,43.7,0.449,5847,2881,2966,13667949.3,13619532.0477,283.1,0.0068,0.9594,0,68973,0,15569.0196,32720.2228,-17151.2033,15.569,32.72,-17.151,25.953
12,135.9,40,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8760.0,525601,100000.0,105659.60367914669,5.66,18.32,-12.66,46.028,0.405,17098,8627,8471,37667381.1691,37628185.3704,144.9,-0.0514,0.9524,5,33064,0,44478.8193,76120.2074,-31641.3881,44.479,76.12,-31.641,37.301
29,132.3,70,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8760.0,525601,100000.0,105114.80281675795,5.115,18.32,-13.205,44.24,0.392,7382,3614,3768,15339510.4086,15295502.735,241.0,-0.005,0.958,0,68973,0,17459.6398,34624.9497,-17165.3099,17.46,34.625,-17.165,22.28
33,129.9,80,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,15,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8760.0,525601,100000.0,105026.96954488952,5.027,18.32,-13.293,58.773,0.412,5812,2909,2903,15282224.7492,15238322.1268,262.6,0.0651,0.9286,2,52677,0,19872.7787,41536.0607,-21663.282,19.873,41.536,-21.663,26.69
19,139.1,50,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8760.0,525601,100000.0,104503.18923065613,4.503,18.32,-13.817,44.315,0.388,11619,5654,5965,16739126.4164,16695850.2505,191.6,0.0722,0.9635,0,68973,0,19908.5931,38554.3942,-18645.8011,19.909,38.554,-18.646,23.149
24,132.8,60,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8760.0,525601,100000.0,103599.50523334576,3.6,18.32,-14.72,45.726,0.372,10122,5092,5030,18779142.3889,18736947.0555,201.0,-0.058,0.9306,0,68973,0,21552.4769,39690.684,-18138.2071,21.552,39.691,-18.138,21.738
32,129.6,80,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8760.0,525601,100000.0,101486.3428318025,1.486,18.32,-16.834,50.015,0.345,5694,2882,2812,21325008.4527,21285340.5232,287.8,-0.0227,0.9492,5,33064,0,25551.88,50792.0286,-25240.1485,25.552,50.792,-25.24,26.726
43,112.2,100,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,15,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8760.0,525601,100000.0,98650.02646527634,-1.35,18.32,-19.67,58.859,0.32,4190,2112,2078,13063008.2488,13026732.6364,330.6,0.0538,0.9348,2,52677,0,16156.0598,35540.499,-19384.4392,16.156,35.54,-19.384,18.034
7,134.1,30,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8760.0,525601,100000.0,98535.95792385707,-1.464,18.32,-19.784,40.715,0.297,27629,13781,13848,47863113.2329,47826974.0498,118.2,-0.0387,0.9431,5,33064,0,54654.474,93646.4918,-38992.0178,54.654,93.646,-38.992,37.528
2,134.9,20,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8760.0,525601,100000.0,97800.54278447734,-2.199,18.32,-20.519,46.396,0.278,47347,23382,23965,54890355.9228,54855096.3177,102.4,-0.042,0.9499,5,33064,0,60867.2022,103726.5855,-42859.3834,60.867,103.727,-42.859,40.66
38,129.0,90,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,15,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8760.0,525601,100000.0,97223.31164328319,-2.777,18.32,-21.097,58.599,0.291,4672,2293,2379,12996586.8339,12962017.6141,300.1,0.0607,0.9323,2,52677,0,17088.5398,36752.3323,-19663.7924,17.089,36.752,-19.664,16.887
3,133.2,20,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,15,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8760.0,525601,100000.0,96310.21896614022,-3.69,18.32,-22.01,51.261,0.258,54808,26938,27870,39718465.1865,39718965.097,95.4,0.1069,0.9091,2,52677,0,51197.4569,84766.8753,-33569.4185,51.197,84.767,-33.569,29.879
9,136.9,30,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8760.0,525601,100000.0,95495.03347029218,-4.505,18.32,-22.825,41.938,0.229,26328,12631,13697,24544951.4904,24512449.3417,130.6,0.1136,0.9553,0,68973,0,27191.828,47785.2683,-20593.4403,27.192,47.785,-20.593,16.088
14,136.1,40,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8760.0,525601,100000.0,91449.89479660669,-8.55,18.32,-26.87,41.709,0.168,16869,8000,8869,20339224.1322,20311560.0874,157.2,0.0237,0.9732,0,68973,0,23616.3275,43642.4581,-20026.1306,23.616,43.642,-20.026,11.476
13,136.0,40,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,15,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8760.0,525601,100000.0,88801.26985547534,-11.199,18.32,-29.519,61.162,0.168,20134,10359,9775,30467075.3792,30442579.1671,126.0,0.0136,0.9189,2,52677,0,39467.5541,63525.0551,-24057.501,39.468,63.525,-24.058,12.859
4,135.2,20,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8760.0,525601,100000.0,83944.5122073151,-16.055,18.32,-34.375,41.098,0.017,50330,23815,26515,28870260.0234,28851572.6352,111.9,0.0341,0.9712,0,68973,0,32465.0562,56956.0835,-24491.0273,32.465,56.956,-24.491,8.436
35,130.0,90,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,3,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8760.0,525601,100000.0,59403.8031763474,-40.596,18.32,-58.916,71.662,-0.441,9434,4527,4907,38593002.4768,38603666.4928,252.0,0.0142,1.0,289,824,0,46677.6766,105172.5358,-58494.8592,46.678,105.173,-58.495,17.899
41,113.7,100,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8760.0,525601,100000.0,53357.03472040002,-46.643,18.32,-64.963,63.312,-0.64,5999,2923,3076,28651034.9348,28677201.3047,343.3,0.0516,1.0,203,3080,0,32479.8271,79157.4072,-46677.58,32.48,79.157,-46.678,0.035
30,131.4,80,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,3,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8760.0,525601,100000.0,50704.16771804415,-49.296,18.32,-67.616,73.071,-0.674,10828,5263,5565,41097187.9713,41118257.0052,222.6,0.0119,1.0,289,824,0,49020.9608,111958.9334,-62937.9726,49.021,111.959,-62.938,13.642
40,113.1,100,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,3,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8760.0,525601,100000.0,50163.87050609942,-49.836,18.32,-68.156,75.196,-0.696,8364,4046,4318,30753273.2632,30774988.5083,268.6,0.0157,1.0,289,824,0,36538.54,89469.5594,-52931.0194,36.539,89.47,-52.931,3.095
25,132.0,70,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,3,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8760.0,525601,100000.0,47267.37767267983,-52.733,18.32,-71.053,74.813,-0.768,12616,6011,6605,46524230.6437,46549410.1788,194.8,0.0133,1.0,289,824,0,55679.7857,123010.2763,-67330.4907,55.68,123.01,-67.33,14.597
31,132.3,80,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8760.0,525601,100000.0,39084.55849812393,-60.915,18.32,-79.235,69.446,-1.133,8450,3936,4514,33077681.7144,33134709.0411,256.7,0.0505,1.0,203,3080,0,37307.377,86862.1614,-49554.7844,37.307,86.862,-49.555,-11.36
36,129.5,90,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8760.0,525601,100000.0,38617.955478785516,-61.382,18.32,-79.702,72.442,-1.119,7139,3342,3797,28069012.362,28129347.5811,289.5,0.0473,1.0,203,3080,0,31568.4592,79863.6625,-48295.2033,31.568,79.864,-48.295,-13.087
26,131.7,70,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8760.0,525601,100000.0,36596.831765004186,-63.403,18.32,-81.723,70.621,-1.218,10146,4684,5462,38122391.1043,38179636.2115,223.0,0.0521,1.0,203,3080,0,43042.5317,91114.2786,-48071.7468,43.043,91.114,-48.072,-15.331
20,137.8,60,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,3,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8760.0,525601,100000.0,35439.32924331434,-64.561,18.32,-82.881,78.64,-1.185,14443,7024,7419,47453658.8008,47492985.027,165.6,0.0114,1.0,289,824,0,56189.0538,123730.4276,-67541.3738,56.189,123.73,-67.541,2.98
21,138.0,60,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8760.0,525601,100000.0,31878.581719895585,-68.121,18.32,-86.441,72.352,-1.423,12432,5782,6650,42477985.0066,42549739.7081,188.6,0.0456,1.0,203,3080,0,47461.9851,96284.2348,-48822.2497,47.462,96.284,-48.822,-19.299
16,137.6,50,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8760.0,525601,100000.0,27797.912948339967,-72.202,18.32,-90.522,76.98,-1.623,15608,7307,8301,46985141.4503,47051682.7682,151.8,0.0432,1.0,203,3080,0,52866.6276,104634.1517,-51767.5241,52.867,104.634,-51.768,-20.434
15,135.1,50,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,3,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8760.0,525601,100000.0,25746.73651452628,-74.253,18.32,-92.573,83.544,-1.637,16786,8199,8587,49363563.3336,49414482.1835,135.4,0.0105,1.0,289,824,0,57829.7783,125775.7003,-67945.922,57.83,125.776,-67.946,-6.307
11,135.1,40,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8760.0,525601,100000.0,24116.154281379255,-75.884,18.32,-94.204,79.167,-1.837,20351,9561,10790,56680051.1229,56750039.1101,119.1,0.041,1.0,203,3080,0,63563.0062,117606.5431,-54043.5369,63.563,117.607,-54.044,-21.84
6,134.1,30,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8760.0,525601,100000.0,18983.18235925674,-81.017,18.32,-99.337,83.666,-2.206,27838,13114,14724,66546295.0074,66627457.9138,87.1,0.038,1.0,203,3080,0,74482.2448,133070.7361,-58588.4913,74.482,133.071,-58.588,-22.429
10,136.1,40,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,3,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8760.0,525601,100000.0,18632.192018771766,-81.368,18.32,-99.688,87.374,-2.071,20242,9897,10345,52000942.9647,52076001.3157,108.8,0.0092,1.0,289,824,0,60182.9673,130881.9275,-70698.9602,60.183,130.882,-70.699,-10.669
5,133.9,30,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,3,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8760.0,525601,100000.0,12185.882453314616,-87.814,18.32,-106.134,91.541,-2.655,24265,11915,12350,54057110.2088,54128885.8624,73.3,0.0076,1.0,289,824,0,62101.5081,131066.724,-68965.2158,62.102,131.067,-68.965,-18.849
1,134.0,20,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8760.0,525601,100000.0,10515.358304093143,-89.485,18.32,-107.805,90.181,-3.138,37745,17812,19933,68330316.5573,68411529.3913,58.4,0.0343,1.0,203,3080,0,75490.0546,131457.1908,-55967.1363,75.49,131.457,-55.967,-33.518
0,133.6,20,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,3,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8760.0,525601,100000.0,5897.1468733064485,-94.103,18.32,-112.423,95.139,-3.673,29420,14263,15157,55467585.2416,55543056.1086,46.5,0.0061,1.0,289,824,0,62589.0633,125780.0622,-63190.9989,62.589,125.78,-63.191,-30.912
