_task_idx,_elapsed_sec,p_spread_bps,p_pool_price_weight,p_anchor_ema_alpha,p_num_levels,p_size_decay,p_spread_multiplier,p_order_safe_ratio,p_enable_asymmetric_spread,p_skew_sensitivity,p_min_spread_bps,p_concentration,p_min_concentration,p_max_concentration,p_natr_period,p_natr_baseline,p_natr_range_scale,p_adx_period,p_hurst_min_candles,p_hmm_n_states,p_hmm_min_candles,p_hmm_refit_interval_sec,p_hmm_window,p_hmm_confidence_threshold,p_trend_sensitivity,p_range_ema_alpha,p_range_update_dead_band_pct,p_soft_recenter_drift_pct,p_trend_order_scale_factor,p_trend_halt_threshold,duration_hours,candles,initial_value,final_value,total_return_pct,hold_return_pct,excess_return_pct,max_drawdown_pct,sharpe,total_fills,buy_fills,sell_fills,buy_volume,sell_volume,avg_spread_bps,avg_inv_skew,max_abs_inv_skew,recenters,range_changes,trend_halts,flair_lifetime_fee_quote,flair_lifetime_lvr_quote,flair_lifetime_net_quote,flair_fee_pct,flair_lvr_pct,flair_net_pct,return_minus_flair_net_pct
18,139.6,50,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,15,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8760.0,525601,100000.0,187342.6674999664,87.343,18.32,69.023,39.41,1.325,13788,6914,6874,27876922.7235,27734568.1241,188.1,-0.0708,0.9828,2,52677,0,31859.278,58083.8608,-26224.5828,31.859,58.084,-26.225,113.568
8,136.2,30,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,15,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8760.0,525601,100000.0,147806.29859805942,47.806,18.32,29.486,39.796,0.941,33115,16533,16582,38784780.2407,38689712.2923,120.7,-0.018,0.9736,2,52677,0,46807.921,77549.6249,-30741.7039,46.808,77.55,-30.742,78.548
28,132.1,70,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,15,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8760.0,525601,100000.0,146836.3825883167,46.836,18.32,28.516,47.352,0.922,6574,3070,3504,17213114.8935,17119206.993,242.3,0.0605,0.9337,2,52677,0,19815.6262,41578.4763,-21762.85,19.816,41.578,-21.763,68.599
42,112.7,100,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8760.0,525601,100000.0,142157.93779229064,42.158,18.32,23.838,36.607,0.899,4521,2129,2392,19575176.2765,19517111.0571,358.7,-0.0488,0.9716,5,33064,0,24058.0958,46842.2501,-22784.1544,24.058,46.842,-22.784,64.942
39,130.2,90,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8760.0,525601,100000.0,141341.7183572708,41.342,18.32,23.022,43.862,0.885,4656,2337,2319,11743322.4489,11655986.3271,326.1,-0.0413,0.9475,0,68973,0,13794.8835,31258.5311,-17463.6476,13.795,31.259,-17.464,58.806
44,113.0,100,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8760.0,525601,100000.0,138752.17697236376,38.752,18.32,20.432,46.228,0.848,3845,1952,1893,11036455.5511,10952216.5964,341.8,-0.0879,0.9329,0,68973,0,12828.0033,30676.2619,-17848.2586,12.828,30.676,-17.848,56.6
27,132.2,70,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8760.0,525601,100000.0,132480.42483467373,32.48,18.32,14.16,43.169,0.774,7450,3720,3730,26879080.1385,26820253.823,246.3,-0.0439,0.9654,5,33064,0,32082.6673,59244.3121,-27161.6448,32.083,59.244,-27.162,59.642
23,137.1,60,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,15,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8760.0,525601,100000.0,130194.11645564128,30.194,18.32,11.874,48.985,0.747,11030,5397,5633,26626751.4474,26552748.1828,199.6,-0.0511,0.9367,2,52677,0,31457.6253,55577.8846,-24120.2593,31.458,55.578,-24.12,54.314
37,128.8,90,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8760.0,525601,100000.0,127155.0605156716,27.155,18.32,8.835,40.092,0.712,5009,2403,2606,19723228.2155,19664370.2397,332.3,-0.0557,0.9688,5,33064,0,24652.2437,48118.8475,-23466.6038,24.652,48.119,-23.467,50.622
22,137.5,60,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8760.0,525601,100000.0,121894.14391558009,21.894,18.32,3.574,44.765,0.637,9366,4591,4775,28570828.4977,28527103.0355,210.1,-0.0553,0.9528,5,33064,0,35346.6129,64248.4103,-28901.7974,35.347,64.248,-28.902,50.796
