_task_idx,_elapsed_sec,p_spread_bps,p_pool_price_weight,p_anchor_ema_alpha,p_num_levels,p_size_decay,p_spread_multiplier,p_order_safe_ratio,p_enable_asymmetric_spread,p_skew_sensitivity,p_min_spread_bps,p_concentration,p_min_concentration,p_max_concentration,p_natr_period,p_natr_baseline,p_natr_range_scale,p_adx_period,p_hurst_min_candles,p_hmm_n_states,p_hmm_min_candles,p_hmm_refit_interval_sec,p_hmm_window,p_hmm_confidence_threshold,p_trend_sensitivity,p_range_ema_alpha,p_range_update_dead_band_pct,p_soft_recenter_drift_pct,duration_hours,candles,initial_value,final_value,total_return_pct,hold_return_pct,excess_return_pct,max_drawdown_pct,sharpe,total_fills,buy_fills,sell_fills,buy_volume,sell_volume,avg_spread_bps,avg_inv_skew,max_abs_inv_skew,recenters,range_changes
39,168.2,90,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,8760.0,524327,100000.0,6129.1273934767205,-93.871,225.015,-318.886,95.505,-4.35,7296,3660,3636,491149472.2467,492669229.0856,-0.3,0.0447,0.6011,68,97888
31,170.1,80,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,8760.0,524327,100000.0,6108.139315050265,-93.892,225.015,-318.907,96.117,-2.675,3174,1734,1440,410559283.8054,412079040.6443,12.2,-0.0018,0.9683,1175,3065
38,169.5,90,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,15,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,8760.0,524327,100000.0,5202.105340426269,-94.798,225.015,-319.813,96.593,-3.49,5803,3017,2786,467083537.1563,468603293.9952,-3.0,0.0145,0.7732,52,75181
20,164.9,60,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,3,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,8760.0,524327,100000.0,4424.610125538929,-95.575,225.015,-320.591,97.605,-2.996,3818,2114,1704,479243525.0056,480763281.8445,1.0,-0.0004,0.7702,1293,860
34,167.3,80,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,8760.0,524327,100000.0,4377.17036767004,-95.623,225.015,-320.638,96.739,-4.958,8304,4182,4122,494515274.2244,496035031.0633,-1.1,0.0461,0.6378,68,97888
26,166.8,70,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,8760.0,524327,100000.0,4336.771428782886,-95.663,225.015,-320.678,97.191,-3.065,3682,2019,1663,414719756.7762,416239513.6151,5.7,-0.0013,0.969,1175,3065
32,167.4,80,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,8760.0,524327,100000.0,3403.84977646735,-96.596,225.015,-321.611,98.015,-4.002,5152,2751,2401,451266687.1992,452786444.0381,-3.9,0.0576,0.7496,80,47822
33,166.8,80,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,15,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,8760.0,524327,100000.0,3208.346394165658,-96.792,225.015,-321.807,97.864,-4.133,6700,3467,3233,479891283.7008,481411040.5397,-3.3,0.0162,0.7723,52,75181
29,169.6,70,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,8760.0,524327,100000.0,2876.4680113963595,-97.124,225.015,-322.139,97.76,-5.618,9703,4922,4781,505148212.3329,506667969.1718,-1.7,0.0455,0.5116,68,97888
21,166.5,60,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,8760.0,524327,100000.0,2320.119874625029,-97.68,225.015,-322.695,98.414,-3.763,4188,2285,1903,401563663.0865,403083419.9254,5.5,-0.0005,0.9698,1175,3065
28,168.5,70,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,15,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,8760.0,524327,100000.0,1881.4322828518798,-98.119,225.015,-323.134,98.835,-4.726,8066,4192,3874,492478592.0832,493998348.9221,-2.4,0.0158,0.7717,52,75181
27,167.0,70,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,8760.0,524327,100000.0,1816.7171133232127,-98.183,225.015,-323.198,98.765,-4.787,6029,3233,2796,457651237.9571,459170994.796,-8.5,0.0591,0.7611,80,47822
15,257.3,50,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,3,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,8760.0,524327,100000.0,1797.2708220814218,-98.203,225.015,-323.218,98.97,-3.861,4485,2468,2017,461097982.8999,462617739.7388,-0.7,-0.0004,0.7451,1293,860
24,167.6,60,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,8760.0,524327,100000.0,1717.4867961767827,-98.283,225.015,-323.298,98.623,-6.345,11385,5808,5577,508120580.4751,509640337.314,-5.7,0.047,0.5191,68,97888
16,166.5,50,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,8760.0,524327,100000.0,1107.9230035169508,-98.892,225.015,-323.907,99.189,-4.606,4961,2690,2271,404588535.3523,406108292.1912,2.1,-0.0003,0.9704,1175,3065
23,167.7,60,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,15,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,8760.0,524327,100000.0,896.3269653333807,-99.104,225.015,-324.119,99.443,-5.565,9676,5001,4675,506444812.8835,507964569.7224,-3.7,0.0115,0.7713,52,75181
22,168.6,60,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,8760.0,524327,100000.0,802.9601086984358,-99.197,225.015,-324.212,99.421,-5.818,7269,3905,3364,468196191.5315,469715948.3704,-9.1,0.0534,0.733,80,47822
19,167.8,50,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,8760.0,524327,100000.0,769.1422626571527,-99.231,225.015,-324.246,99.355,-7.517,13671,7028,6643,505207090.3431,506726847.182,-8.4,0.0449,0.5498,68,97888
10,257.8,40,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,3,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,8760.0,524327,100000.0,719.6066290738747,-99.28,225.015,-324.296,99.529,-4.853,5501,3000,2501,461430331.7272,462950088.5661,-5.3,-0.0004,0.7299,1293,860
11,259.5,40,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,8760.0,524327,100000.0,653.8532297833978,-99.346,225.015,-324.361,99.546,-5.179,6209,3338,2871,406667789.6476,408187546.4865,1.8,0.0,0.971,1175,3065
14,260.6,40,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,8760.0,524327,100000.0,312.23892910082475,-99.688,225.015,-324.703,99.724,-8.81,17254,8840,8414,512884641.0044,514404397.8433,-9.8,0.045,0.5581,68,97888
18,166.9,50,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,15,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,8760.0,524327,100000.0,294.92152455903073,-99.705,225.015,-324.72,99.781,-6.842,11872,6132,5740,519582150.923,521101907.7619,-5.0,0.0129,0.7711,52,75181
17,167.5,50,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,8760.0,524327,100000.0,216.32133369573174,-99.784,225.015,-324.799,99.831,-7.501,8872,4699,4173,479153088.4756,480672845.3145,-9.8,0.0567,0.8097,80,47822
5,260.4,30,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,3,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,8760.0,524327,100000.0,170.59852047329676,-99.829,225.015,-324.845,99.878,-6.387,6903,3691,3212,459818844.7731,461338601.612,-8.4,-0.0005,0.7153,1293,860
6,261.3,30,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,8760.0,524327,100000.0,150.63830125639174,-99.849,225.015,-324.865,99.884,-6.834,7765,4102,3663,395172542.072,396692298.9109,-1.9,0.0006,0.9717,1175,3065
9,260.0,30,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,8760.0,524327,100000.0,107.56989876297776,-99.892,225.015,-324.908,99.902,-10.403,22146,11333,10813,500836307.9794,502356064.8183,-13.3,0.0433,0.5454,68,97888
13,260.1,40,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,15,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,8760.0,524327,100000.0,103.06977716701975,-99.897,225.015,-324.912,99.918,-8.117,14641,7500,7141,517808102.8125,519327859.6514,-6.4,0.0144,0.771,52,75181
12,260.4,40,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,8760.0,524327,100000.0,39.43211735502675,-99.961,225.015,-324.976,99.966,-9.67,11069,5767,5302,489830421.93,491350178.7689,-10.9,0.0532,0.7903,80,47822
1,262.6,20,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,8760.0,524327,100000.0,18.22020056639075,-99.982,225.015,-324.997,99.984,-9.257,10402,5358,5044,388310645.4598,389830402.2987,-0.8,0.0008,0.9721,1175,3065
0,263.0,20,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,3,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,8760.0,524327,100000.0,17.71682594928675,-99.982,225.015,-324.997,99.986,-8.916,9069,4697,4372,458017572.2268,459537329.0657,-10.2,-0.0001,0.7042,1293,860
8,260.9,30,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,15,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,8760.0,524327,100000.0,17.17361367575975,-99.983,225.015,-324.998,99.985,-10.342,18733,9530,9203,507093012.2692,508612769.1081,-8.8,0.0127,0.771,52,75181
4,265.2,20,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,8760.0,524327,100000.0,15.22003008194275,-99.985,225.015,-325.0,99.986,-12.969,29301,14909,14392,448957560.0172,450477316.8561,-16.3,0.0442,0.53,68,97888
7,264.8,30,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,8760.0,524327,100000.0,3.952225731513751,-99.996,225.015,-325.011,99.996,-12.488,14445,7444,7001,491405947.1675,492925704.0064,-12.6,0.0517,0.7226,80,47822
3,264.3,20,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,15,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,8760.0,524327,100000.0,1.1466631412117507,-99.999,225.015,-325.014,99.999,-13.527,26053,13164,12889,478832764.8058,480352521.6447,-10.4,0.0081,0.771,52,75181
2,263.8,20,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,8760.0,524327,100000.0,0.16406975770275076,-100.0,225.015,-325.015,100.0,-16.35,20200,10313,9887,479628513.0778,481148269.9167,-13.4,0.0547,0.754,80,47822
