_task_idx,_elapsed_sec,p_spread_bps,p_pool_price_weight,p_anchor_ema_alpha,p_num_levels,p_size_decay,p_spread_multiplier,p_order_safe_ratio,p_enable_asymmetric_spread,p_skew_sensitivity,p_min_spread_bps,p_amplification,duration_hours,candles,initial_value,final_value,total_return_pct,hold_return_pct,excess_return_pct,max_drawdown_pct,sharpe,total_fills,buy_fills,sell_fills,buy_volume,sell_volume,avg_spread_bps,avg_inv_skew,max_abs_inv_skew,recenters,range_changes
1,0.1,20,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,56.0,3361,48110.0,82588.80793346342,71.667,80.15,-8.483,31.979,-16.689,809,331,478,158575.0703,251471.6128,141.1,-0.4759,0.5441,0,0
0,0.1,20,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,3,56.0,3361,48110.0,82564.08220943701,71.615,80.15,-8.534,32.134,-18.225,874,315,559,90277.7379,182774.0622,153.8,-0.4694,0.5255,0,0
4,0.1,30,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,3,56.0,3361,48110.0,81268.59521690989,68.922,80.15,-11.227,33.101,-16.029,650,244,406,105014.444,197095.2019,153.8,-0.4744,0.5297,0,0
5,0.1,30,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,56.0,3361,48110.0,80161.62525977766,66.622,80.15,-13.528,33.817,-19.754,605,254,351,182877.7634,275061.225,142.5,-0.4779,0.5515,0,0
8,0.1,40,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,3,56.0,3361,48110.0,80098.71302868334,66.491,80.15,-13.659,33.967,-15.161,506,192,314,110237.9491,202448.0576,163.0,-0.4772,0.5323,0,0
12,0.1,50,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,3,56.0,3361,48110.0,78975.11797151883,64.155,80.15,-15.994,34.799,-16.06,421,162,259,116195.5595,207793.0697,182.0,-0.4783,0.5348,0,0
2,0.1,20,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,56.0,3361,48110.0,78130.07548338274,62.399,80.15,-17.751,35.333,-29.257,773,350,423,338974.7872,432536.0861,122.4,-0.4778,0.5835,0,0
9,0.1,40,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,56.0,3361,48110.0,77908.4330347697,61.938,80.15,-18.212,35.52,-24.238,467,197,270,189109.7373,281466.1817,148.6,-0.4789,0.5563,0,0
16,0.1,60,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,3,56.0,3361,48110.0,77867.83824271079,61.854,80.15,-18.296,35.621,-17.319,357,138,219,118723.5558,210296.9097,202.7,-0.4786,0.5374,0,0
20,0.1,70,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,3,56.0,3361,48110.0,76785.0783243884,59.603,80.15,-20.547,36.443,-17.948,317,124,193,124413.5131,215353.4035,211.9,-0.4782,0.5392,0,0
13,0.1,50,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,56.0,3361,48110.0,75758.614933333,57.47,80.15,-22.68,37.146,-23.676,394,168,226,201571.4807,293363.1394,162.2,-0.4787,0.5597,0,0
24,0.1,80,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,3,56.0,3361,48110.0,75737.164673702,57.425,80.15,-22.725,37.26,-15.746,287,113,174,129564.0069,221028.9469,227.3,-0.4792,0.5393,0,0
28,0.1,90,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,3,56.0,3361,48110.0,74791.4610201432,55.459,80.15,-24.69,37.997,-9.958,270,108,162,139083.7704,230004.7513,237.7,-0.4787,0.5468,0,0
