_task_idx,_elapsed_sec,p_spread_bps,p_pool_price_weight,p_anchor_ema_alpha,p_num_levels,p_size_decay,p_spread_multiplier,p_order_safe_ratio,p_enable_asymmetric_spread,p_skew_sensitivity,p_min_spread_bps,p_concentration,p_min_concentration,p_max_concentration,p_natr_period,p_natr_baseline,p_natr_range_scale,p_adx_period,p_hurst_min_candles,p_hmm_n_states,p_hmm_min_candles,p_hmm_refit_interval_sec,p_hmm_window,p_hmm_confidence_threshold,p_trend_sensitivity,p_range_ema_alpha,p_range_update_dead_band_pct,p_soft_recenter_drift_pct,p_trend_order_scale_factor,p_trend_halt_threshold,duration_hours,candles,initial_value,final_value,total_return_pct,hold_return_pct,excess_return_pct,max_drawdown_pct,sharpe,total_fills,buy_fills,sell_fills,buy_volume,sell_volume,avg_spread_bps,avg_inv_skew,max_abs_inv_skew,recenters,range_changes,trend_halts,flair_lifetime_fee_quote,flair_lifetime_lvr_quote,flair_lifetime_net_quote,flair_fee_pct,flair_lvr_pct,flair_net_pct,return_minus_flair_net_pct
24,0.7,60,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,56.0,3361,100000.0,177383.81252985063,77.384,91.331,-13.947,32.642,-8.06,234,137,97,635755.5819,575335.4548,-112.1,-0.0508,0.4481,4,631,0,772.1015,29141.7461,-28369.6446,0.772,29.142,-28.37,105.754
17,0.7,50,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,56.0,3361,100000.0,177081.38768787464,77.081,91.331,-14.25,33.609,-5.016,300,167,133,1107224.3251,1285617.3646,-99.2,-0.4027,0.8198,7,366,0,1509.3835,45494.4425,-43985.0589,1.509,45.494,-43.985,121.066
7,0.7,30,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,56.0,3361,100000.0,177011.06483655825,77.011,91.331,-14.32,32.892,-7.783,536,330,206,1205794.5427,1145999.0975,-125.9,-0.2994,0.781,7,366,0,1476.7503,36121.1827,-34644.4324,1.477,36.121,-34.644,111.655
29,0.7,70,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,56.0,3361,100000.0,175708.31456344645,75.708,91.331,-15.623,32.791,-7.878,218,139,79,621210.1563,563597.9695,-75.6,-0.1515,0.5469,4,631,0,756.3174,29994.6002,-29238.2828,0.756,29.995,-29.238,104.946
33,0.7,80,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,15,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,56.0,3361,100000.0,174697.6898207771,74.698,91.331,-16.633,33.363,-5.571,188,107,81,899929.9116,910915.8359,-60.6,-0.3229,0.8497,4,507,0,1139.3413,39594.1813,-38454.84,1.139,39.594,-38.455,113.153
34,0.7,80,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,56.0,3361,100000.0,174581.9744099831,74.582,91.331,-16.749,32.792,-7.541,191,115,76,686475.0458,630750.4744,-46.7,-0.1432,0.5769,4,631,0,838.1186,33634.9555,-32796.8369,0.838,33.635,-32.797,107.379
12,0.7,40,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,56.0,3361,100000.0,174315.29875912933,74.315,91.331,-17.016,33.225,-7.133,416,261,155,1284138.4353,1229568.9248,-72.5,-0.2757,0.7706,7,366,0,1582.1401,42786.0882,-41203.9482,1.582,42.786,-41.204,115.519
22,0.7,60,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,56.0,3361,100000.0,173487.61375713872,73.488,91.331,-17.844,33.949,-4.619,237,125,112,1148840.0801,1328068.9145,-104.1,-0.4091,0.8498,7,366,0,1560.5569,51567.9204,-50007.3636,1.561,51.568,-50.007,123.495
39,0.7,90,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,56.0,3361,100000.0,172977.74297091982,72.978,91.331,-18.353,32.952,-7.34,160,95,65,671222.5054,618186.4399,-92.7,-0.1316,0.5377,4,631,0,820.3221,35449.4055,-34629.0834,0.82,35.449,-34.629,107.607
44,0.6,100,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,56.0,3361,100000.0,172157.30631460578,72.157,91.331,-19.174,32.951,-6.89,152,94,58,661735.1491,610074.0403,-78.8,-0.1848,0.5466,4,631,0,808.1095,36970.4036,-36162.2941,0.808,36.97,-36.162,108.319
1,0.7,20,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,56.0,3361,100000.0,171781.4226820662,71.781,91.331,-19.55,33.326,-7.896,536,321,215,1393811.4951,1342780.3237,-272.1,-0.0493,0.7674,8,47,0,1739.0735,51789.1055,-50050.032,1.739,51.789,-50.05,121.831
27,0.7,70,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,56.0,3361,100000.0,170906.22860041677,70.906,91.331,-20.425,34.253,-3.688,236,138,98,1171395.8346,1369890.1882,-75.8,-0.4211,0.8751,7,366,0,1599.9486,55538.0808,-53938.1322,1.6,55.538,-53.938,124.844
28,0.7,70,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,15,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,56.0,3361,100000.0,170199.9631765157,70.2,91.331,-21.131,33.315,-7.868,160,99,61,638401.511,590020.6823,-227.0,-0.2575,0.6322,4,507,0,790.1517,36275.9155,-35485.7638,0.79,36.276,-35.486,105.686
43,0.6,100,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,15,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,56.0,3361,100000.0,169466.68903826928,69.467,91.331,-21.864,33.655,-5.418,119,62,57,846968.875,854562.571,-199.2,-0.3672,0.9592,4,507,0,1066.5021,44281.8917,-43215.3896,1.067,44.282,-43.215,112.682
32,0.7,80,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,56.0,3361,100000.0,167751.49044669673,67.751,91.331,-23.58,34.438,-2.698,199,108,91,1234891.4271,1424984.6645,-77.6,-0.4086,0.8732,7,366,0,1671.6839,59906.9865,-58235.3027,1.672,59.907,-58.235,125.986
38,0.7,90,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,15,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,56.0,3361,100000.0,166878.23277908925,66.878,91.331,-24.453,33.591,-6.897,158,109,49,671650.7802,628836.7864,-99.6,-0.2264,0.651,4,507,0,831.743,41359.3724,-40527.6295,0.832,41.359,-40.528,107.406
6,0.7,30,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,56.0,3361,100000.0,166535.23575774604,66.535,91.331,-24.796,33.994,-7.513,403,213,190,1572856.4899,1530617.3194,-268.1,0.1022,0.8857,8,47,0,1969.2918,59988.7478,-58019.456,1.969,59.989,-58.019,124.554
37,0.7,90,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,56.0,3361,100000.0,164356.04446378833,64.356,91.331,-26.975,34.819,-2.246,161,88,73,1164588.0624,1391382.1189,-151.7,-0.3892,0.8702,7,366,0,1602.9985,61783.8655,-60180.8671,1.603,61.784,-60.181,124.537
42,0.6,100,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,56.0,3361,100000.0,160959.81104850533,60.96,91.331,-30.371,35.068,-1.692,142,74,68,1202065.8169,1427766.7784,-163.6,-0.3963,0.8806,7,366,0,1649.0112,67412.5011,-65763.4899,1.649,67.413,-65.763,126.723
11,0.8,40,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,56.0,3361,100000.0,159940.06818971309,59.94,91.331,-31.391,34.795,-6.202,331,176,155,1642029.5153,1610843.0808,-233.8,0.1344,0.9702,8,47,0,2067.5602,72637.5438,-70569.9837,2.068,72.638,-70.57,130.51
0,0.7,20,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,3,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,56.0,3361,100000.0,158404.31351377672,58.404,91.331,-32.927,35.024,-8.163,420,248,172,1735062.2281,1706449.5403,-191.9,0.0179,0.4971,6,14,0,2205.2221,85477.0661,-83271.8439,2.205,85.477,-83.272,141.676
16,0.7,50,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,56.0,3361,100000.0,151924.14759442364,51.924,91.331,-39.407,35.654,-5.621,275,131,144,1646471.4403,1628718.7591,-237.0,0.1424,0.9075,8,47,0,2081.1518,82104.4178,-80023.266,2.081,82.104,-80.023,131.947
21,0.7,60,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,56.0,3361,100000.0,144007.18475865634,44.007,91.331,-47.324,36.444,-5.123,251,141,110,1591617.8723,1587133.1026,-136.5,0.1384,0.82,8,47,0,2018.7233,89928.2154,-87909.4921,2.019,89.928,-87.909,131.916
5,0.7,30,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,3,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,56.0,3361,100000.0,143725.36034891527,43.725,91.331,-47.606,36.764,-8.359,302,198,104,1934950.381,1930937.9163,-195.2,0.0334,0.464,6,14,0,2474.1886,106287.6065,-103813.4179,2.474,106.288,-103.813,147.538
26,0.7,70,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,56.0,3361,100000.0,132975.65300563799,32.976,91.331,-58.355,37.287,-5.973,233,157,76,1758545.145,1772547.9432,-113.0,-0.0081,0.7092,8,47,0,2245.2565,106624.6287,-104379.3722,2.245,106.625,-104.379,137.355
10,0.8,40,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,3,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,56.0,3361,100000.0,130304.9953704262,30.305,91.331,-61.026,38.197,-8.163,224,138,86,1920343.5839,1938822.0946,-199.9,0.0507,0.4289,6,14,0,2465.1989,118852.1504,-116386.9515,2.465,118.852,-116.387,146.692
31,0.7,80,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,56.0,3361,100000.0,125912.65791898214,25.913,91.331,-65.418,38.181,-4.657,224,139,85,1741547.5308,1767388.2028,-196.5,0.0211,0.6964,8,47,0,2225.1545,111630.0882,-109404.9337,2.225,111.63,-109.405,135.318
15,0.8,50,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,3,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,56.0,3361,100000.0,118089.76888438551,18.09,91.331,-73.241,39.512,-7.01,220,149,71,1913279.9577,1952229.7714,-106.2,0.074,0.3713,6,14,0,2460.7413,128229.7372,-125768.9959,2.461,128.23,-125.769,143.859
36,0.7,90,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,56.0,3361,100000.0,116288.35592869508,16.288,91.331,-75.043,39.333,-5.253,113,65,48,1500679.8235,1542648.5963,-223.1,0.1576,0.5001,8,47,0,1934.7474,117865.8465,-115931.0991,1.935,117.866,-115.931,132.219
41,0.6,100,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,56.0,3361,100000.0,109976.35956251166,9.976,91.331,-81.355,40.308,-3.704,126,64,62,1418995.3898,1471542.3365,-303.5,0.1638,0.4785,8,47,0,1835.3932,124995.8468,-123160.4536,1.835,124.996,-123.16,133.136
20,0.7,60,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,3,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,56.0,3361,100000.0,106724.11884038287,6.724,91.331,-84.607,40.798,-5.451,213,151,62,1819394.3209,1877391.646,-114.6,0.097,0.3356,6,14,0,2344.8081,137039.424,-134694.6159,2.345,137.039,-134.695,141.419
25,0.7,70,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,3,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,56.0,3361,100000.0,95191.53397630874,-4.808,91.331,-96.14,42.815,-3.261,166,125,41,1725529.6515,1802854.2513,-191.7,0.1202,0.2896,6,14,0,2229.8286,144673.9672,-142444.1386,2.23,144.674,-142.444,137.636
30,0.7,80,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,3,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,56.0,3361,100000.0,81920.56807948307,-18.079,91.331,-109.411,45.929,-0.791,145,109,36,1535768.3262,1635333.5257,-158.2,0.1466,0.2389,6,14,0,1995.4393,152660.5785,-150665.1392,1.995,152.661,-150.665,132.586
35,0.7,90,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,3,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,56.0,3361,100000.0,69401.31953039633,-30.599,91.331,-121.93,48.652,-0.108,145,107,38,1328500.164,1449046.1721,-81.3,0.1506,0.2322,6,14,0,1740.6459,160349.0155,-158608.3696,1.741,160.349,-158.608,128.009
40,0.6,100,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,3,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,56.0,3361,100000.0,59697.36012870038,-40.303,91.331,-131.634,51.146,4.231,125,93,32,1138398.9787,1275207.6976,-124.6,0.1327,0.2,6,14,0,1502.2772,170584.3831,-169082.1059,1.502,170.584,-169.082,128.779
