_task_idx,_elapsed_sec,p_spread_bps,p_pool_price_weight,p_anchor_ema_alpha,p_num_levels,p_size_decay,p_spread_multiplier,p_order_safe_ratio,p_enable_asymmetric_spread,p_skew_sensitivity,p_min_spread_bps,p_concentration,p_min_concentration,p_max_concentration,p_natr_period,p_natr_baseline,p_natr_range_scale,p_adx_period,p_hurst_min_candles,p_hmm_n_states,p_hmm_min_candles,p_hmm_refit_interval_sec,p_hmm_window,p_hmm_confidence_threshold,p_trend_sensitivity,p_range_ema_alpha,p_range_update_dead_band_pct,p_soft_recenter_drift_pct,p_trend_order_scale_factor,p_trend_halt_threshold,p_toxicity_activation_count,p_inventory_skew_soft_limit,p_inventory_skew_hard_limit,p_outer_capital_fraction,p_outer_recenter_trigger_pct,duration_hours,candles,initial_value,final_value,total_return_pct,hold_return_pct,excess_return_pct,max_drawdown_pct,sharpe,total_fills,buy_fills,sell_fills,buy_volume,sell_volume,avg_spread_bps,avg_inv_skew,max_abs_inv_skew,recenters,range_changes,trend_halts,flair_lifetime_fee_quote,flair_lifetime_lvr_quote,flair_lifetime_net_quote,flair_fee_pct,flair_lvr_pct,flair_net_pct,return_minus_flair_net_pct
1,113.7,50,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,15,5,40,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8,0.60,0.80,0.30,0.65,8760.0,525601,100000.0,145400.97241195606,45.401,18.32,27.081,47.341,0.931,13898,6913,6985,28763978.971,28671787.8629,181.2,-0.0546,0.9526,1,56351,0,32170.1433,58410.0444,-26239.9012,32.17,58.41,-26.24,71.641
0,113.9,50,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,15,3,40,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8,0.60,0.80,0.30,0.65,8760.0,525601,100000.0,145400.97241195606,45.401,18.32,27.081,47.341,0.931,13898,6913,6985,28763978.971,28671787.8629,181.2,-0.0546,0.9526,1,56351,0,32170.1433,58410.0444,-26239.9012,32.17,58.41,-26.24,71.641
3,112.8,50,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,15,14,40,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8,0.60,0.80,0.30,0.65,8760.0,525601,100000.0,103161.75340467185,3.162,18.32,-15.158,48.145,0.35,12399,5628,6771,24677195.0101,24653062.3209,170.1,0.0504,0.8707,4,9074,0,27686.0519,50655.9984,-22969.9465,27.686,50.656,-22.97,26.132
2,113.1,50,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,15,10,40,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,8,0.60,0.80,0.30,0.65,8760.0,525601,100000.0,103082.62739130376,3.083,18.32,-15.237,57.258,0.378,13664,7053,6611,25600568.7985,25558991.666,175.2,-0.0572,0.9419,0,33646,0,30366.6993,55022.5596,-24655.8603,30.367,55.023,-24.656,27.739
