_task_idx,_elapsed_sec,p_spread_bps,p_pool_price_weight,p_anchor_ema_alpha,p_num_levels,p_size_decay,p_spread_multiplier,p_order_safe_ratio,p_enable_asymmetric_spread,p_skew_sensitivity,p_min_spread_bps,p_concentration,p_min_concentration,p_max_concentration,p_natr_period,p_natr_baseline,p_natr_range_scale,p_adx_period,p_hurst_min_candles,p_hmm_n_states,p_hmm_min_candles,p_hmm_refit_interval_sec,p_hmm_window,p_hmm_confidence_threshold,p_trend_sensitivity,p_range_ema_alpha,p_range_update_dead_band_pct,p_soft_recenter_drift_pct,p_trend_order_scale_factor,p_trend_halt_threshold,duration_hours,candles,initial_value,final_value,total_return_pct,hold_return_pct,excess_return_pct,max_drawdown_pct,sharpe,total_fills,buy_fills,sell_fills,buy_volume,sell_volume,avg_spread_bps,avg_inv_skew,max_abs_inv_skew,recenters,range_changes,trend_halts
24,12.9,60,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,1848.0,110881,100000.0,39884.21566516678,-60.116,-10.461,-49.655,64.451,-4.466,7793,3790,4003,17403391.52,17460995.2066,41.2,0.0506,0.5232,84,14981,0
19,12.7,50,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,1848.0,110881,100000.0,37687.84081326386,-62.312,-10.461,-51.851,66.005,-4.863,10421,5082,5339,19476423.0251,19534026.7117,47.4,0.0463,0.4883,84,14981,0
23,12.9,60,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,15,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,1848.0,110881,100000.0,37228.5636711812,-62.771,-10.461,-52.311,66.836,-5.299,9132,4496,4636,28450289.852,28507893.5386,44.1,0.0338,0.5048,62,12765,0
6,12.3,30,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,1848.0,110881,100000.0,36895.610257733155,-63.104,-10.461,-52.644,68.317,-3.774,12817,6250,6567,60346724.9425,60350576.2832,40.7,0.0073,0.8925,240,1756,0
15,12.2,50,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,3,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,1848.0,110881,100000.0,36084.18315991496,-63.916,-10.461,-53.455,68.588,-4.041,3672,1790,1882,44813948.0648,44818981.5545,42.3,0.0121,0.8468,323,530,0
12,12.1,40,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,1848.0,110881,100000.0,33068.99491129931,-66.931,-10.461,-56.47,68.003,-6.429,9134,4340,4794,27488630.5098,27546234.1964,30.1,0.0982,0.5894,35,8912,0
14,12.2,40,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,1848.0,110881,100000.0,33021.93123969664,-66.978,-10.461,-56.517,70.064,-5.551,14756,7213,7543,22186976.2733,22244579.9599,33.2,0.0447,0.4388,84,14981,0
18,12.8,50,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,15,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,1848.0,110881,100000.0,31957.863390377246,-68.042,-10.461,-57.581,71.344,-6.185,11962,5901,6061,31101718.116,31159321.8026,41.8,0.0328,0.4925,62,12765,0
10,12.0,40,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,3,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,1848.0,110881,100000.0,29810.984560280813,-70.189,-10.461,-59.728,73.799,-4.893,5089,2468,2621,50337418.8148,50351591.5799,39.4,0.0104,0.8228,323,530,0
9,12.4,30,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,1848.0,110881,100000.0,27358.525574426032,-72.641,-10.461,-62.181,74.864,-6.6,21149,10396,10753,23912797.7912,23970401.4778,27.9,0.0451,0.3637,84,14981,0
13,12.3,40,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,15,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,1848.0,110881,100000.0,24941.675902945717,-75.058,-10.461,-64.597,77.419,-7.611,16041,7922,8119,33324040.1205,33381643.8071,36.1,0.0349,0.4826,62,12765,0
5,12.0,30,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,3,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,1848.0,110881,100000.0,24723.27132940708,-75.277,-10.461,-64.816,78.495,-5.726,7942,3850,4092,59486059.7269,59507644.6616,32.3,0.0111,0.8694,323,530,0
1,12.3,20,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,5,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,1848.0,110881,100000.0,23783.508357576153,-76.216,-10.461,-65.756,78.641,-5.559,19839,9694,10145,62331099.9589,62354054.0121,33.4,0.007,0.8302,240,1756,0
7,12.2,30,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,1848.0,110881,100000.0,21663.772528324913,-78.336,-10.461,-67.875,78.741,-8.768,12488,5970,6518,28344740.0764,28402343.763,22.3,0.0925,0.595,35,8912,0
4,12.4,20,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,20,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,1848.0,110881,100000.0,17510.559849922094,-82.489,-10.461,-72.029,83.559,-9.078,31271,15423,15848,23526279.2157,23583882.9023,17.1,0.0457,0.3312,84,14981,0
0,12.3,20,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,3,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,1848.0,110881,100000.0,17136.78883487403,-82.863,-10.461,-72.402,84.474,-7.427,12788,6188,6600,64439924.6424,64472562.1448,27.0,0.0098,0.869,323,530,0
8,12.4,30,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,15,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,1848.0,110881,100000.0,13097.800717939153,-86.902,-10.461,-76.441,87.277,-10.84,24235,11990,12245,37892954.8234,37938572.2024,28.5,0.027,0.4725,62,12765,0
2,12.3,20,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,10,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,1848.0,110881,100000.0,11060.761050162793,-88.939,-10.461,-78.478,89.071,-11.981,18070,8710,9360,27415943.2687,27473546.9553,12.7,0.0917,0.5888,35,8912,0
3,12.6,20,0.70,0.05,1,0.85,1.5,0.5,True,0.5,20,15,5,20,14,0.005,1.0,14,100,3,200,1800,500,0.80,0.5,0.1,0.5,2.0,0.0,0.0,1848.0,110881,100000.0,5002.332137568125,-94.998,-10.461,-84.537,95.047,-15.187,33657,16683,16974,34620280.8173,34670596.724,20.6,0.0214,0.4625,62,12765,0
